office_id, city, latitude, longitude, work_day_hours, holiday_hours, opt_0, opt_1, opt_2, opt_3, opt_4, opt_5, opt_6, opt_7, opt_8, opt_9, opt_10, opt_11, opt_12, opt_13, opt_14, opt_15, opt_16
151, г.Екатеринбург, 56.837174, 60.615288, 10:00-20:00, 10:00-17:00, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
152, г.Екатеринбург, 56.853749, 60.638069, 10:00-19:00, not working, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
153, г.Челябинск, 55.18103, 61.333581, 10:00-19:00, 10:00-17:00, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
154, г.Челябинск, 55.159645, 61.393184, 10:00-19:00, 10:00-17:00, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0
155, г.Челябинск, 55.165919, 61.411995, 10:00-20:00, 10:00-17:00, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
156, г.Тюмень, 57.141827, 65.561385, 10:00-19:00, 10:00-17:00, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
157, г.Тюмень, 57.111713, 65.568886, 10:00-19:00, 10:00-17:00, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
158, г.Сургут, 61.267828, 73.383654, 10:00-19:00, 10:00-17:00, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
159, г.Сургут, 61.250093, 73.439835, 10:00-19:00, not working, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0
160, г.Омск, 54.972158, 73.383223, 10:00-19:00, not working, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
161, г.Омск, 54.978126, 73.38917, 10:00-19:00, 10:00-14:00, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
162, г.Омск, 54.955619, 73.41381, 10:00-19:00, not working, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0
163, г.Новосибирск, 55.057079, 82.909147, 10:00-19:00, 10:00-14:00, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0
164, г.Новосибирск, 55.040776, 82.91804, 10:00-19:00, not working, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
165, г.Новосибирск, 55.027268, 82.913791, 10:00-19:00, 10:00-17:00, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
166, г.Новосибирск, 55.031267, 82.91795, 10:00-19:00, not working, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0
167, г.Новосибирск, 54.990886, 82.908042, 10:00-19:00, 10:00-17:00, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
168, г.Новосибирск, 54.839095, 83.095736, 10:00-19:00, 10:00-16:00, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0
169, г.Бердск, 54.756932, 83.116604, 10:00-19:00, not working, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
170, г.Томск, 56.476473, 84.96345, 10:00-19:00, 10:00-14:00, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
171, г.Барнаул, 53.335253, 83.77541, 10:00-18:00, not working, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
172, г.Кемерово, 55.343788, 86.093621, 10:00-19:00, 10:00-16:00, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
173, г.Красноярск, 56.012766, 92.814025, 10:00-19:00, not working, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
174, г.Красноярск, 56.01238, 92.873107, 10:00-19:00, 10:00-17:00, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
175, г.Красноярск, 56.043357, 92.910621, 10:00-19:00, not working, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
176, г.Иркутск, 52.28981, 104.283602, 10:00-19:00, 10:00-14:00, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0
177, г.Иркутск, 52.278984, 104.284077, 10:00-19:00, not working, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0
